ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
,VEH_398,4,O_179,2023-05-02 22:21,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_357,1,O_179,2023-05-02 13:00,0,,,
MF2305026195403,VEH_357,2,D_1192,2023-05-02 15:27,153.24,60,2023-05-02 19:00,Yes
MF2305026196996,VEH_357,3,D_1296,2023-05-02 21:29,0,60,2023-05-02 22:29,Yes
,VEH_357,4,O_179,2023-05-02 22:49,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_352,1,O_179,2023-05-02 13:00,0,,,
20230502B470700_001,VEH_352,2,D_1,2023-05-02 13:48,251.84,60,2023-05-02 19:00,Yes
20230502B470667_001,VEH_352,3,D_109,2023-05-02 19:41,0,60,2023-05-02 20:41,Yes
,VEH_352,4,O_179,2023-05-02 21:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_393,1,O_179,2023-05-02 13:00,0,,,
MF2305026197002,VEH_393,2,D_1299,2023-05-02 14:29,211.42,60,2023-05-02 19:00,Yes
MF2305026195580,VEH_393,3,D_1205,2023-05-02 19:32,0,60,2023-05-02 20:32,Yes
,VEH_393,4,O_179,2023-05-02 21:43,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_399,1,O_179,2023-05-02 13:00,0,,,
MF2305096266861,VEH_399,2,D_1778,2023-05-02 13:18,281.97,60,2023-05-02 19:00,Yes
20230502B471744_001,VEH_399,3,D_233,2023-05-02 19:38,0,60,2023-05-02 20:38,Yes
,VEH_399,4,O_179,2023-05-02 21:19,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_435,1,O_243,2023-05-02 13:00,0,,,
20230502B470800_001,VEH_435,2,D_233,2023-05-02 14:50,189.96,60,2023-05-02 19:00,Yes
,VEH_435,3,O_243,2023-05-02 20:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_462,1,O_243,2023-05-02 13:00,0,,,
20230502B468881_001,VEH_462,2,D_109,2023-05-02 16:08,112.5,60,2023-05-02 19:00,Yes
N_20230502864612,VEH_462,3,D_108,2023-05-02 21:12,0,60,2023-05-02 22:12,Yes
,VEH_462,4,O_243,2023-05-02 23:42,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_442,1,O_243,2023-05-02 13:00,0,,,
20230502B470056_001,VEH_442,2,D_184,2023-05-02 14:41,198.78,60,2023-05-02 19:00,Yes
,VEH_442,3,O_243,2023-05-02 20:50,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_468,1,O_243,2023-05-02 13:00,0,,,
20230501B468281_001,VEH_468,2,D_1,2023-05-02 15:42,138.01,60,2023-05-02 19:00,Yes
20230502B471201_001,VEH_468,3,D_108,2023-05-02 20:43,0,60,2023-05-02 21:43,Yes
,VEH_468,4,O_243,2023-05-02 23:13,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_443,1,O_243,2023-05-02 13:00,0,,,
20230502B471228_001,VEH_443,2,D_109,2023-05-02 16:08,112.5,60,2023-05-02 19:00,Yes
20230502B469564_001,VEH_443,3,D_108,2023-05-02 21:12,0,60,2023-05-02 22:12,Yes
,VEH_443,4,O_243,2023-05-02 23:42,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_440,1,O_243,2023-05-02 13:00,0,,,
20230502B469560_001,VEH_440,2,D_108,2023-05-02 14:31,208.94,60,2023-05-02 19:00,Yes
,VEH_440,3,O_243,2023-05-02 20:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_430,1,O_243,2023-05-02 13:00,0,,,
20230502B470134_001,VEH_430,2,D_108,2023-05-02 14:31,208.94,60,2023-05-02 19:00,Yes
,VEH_430,3,O_243,2023-05-02 20:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_422,1,O_243,2023-05-02 13:00,0,,,
20230502B470449_001,VEH_422,2,D_109,2023-05-02 16:08,112.5,60,2023-05-02 19:00,Yes
,VEH_422,3,O_243,2023-05-02 22:29,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_402,1,O_243,2023-05-02 13:00,0,,,
20230502B469548_001,VEH_402,2,D_109,2023-05-02 16:08,112.5,60,2023-05-02 19:00,Yes
,VEH_402,3,O_243,2023-05-02 22:29,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_427,1,O_243,2023-05-02 13:00,0,,,
20230502B470847_001,VEH_427,2,D_108,2023-05-02 14:31,208.94,60,2023-05-02 19:00,Yes
20230502B470038_001,VEH_427,3,D_108,2023-05-02 19:00,0,60,2023-05-02 20:00,Yes
,VEH_427,4,O_243,2023-05-02 21:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_436,1,O_243,2023-05-02 13:00,0,,,
20230502B470446_001,VEH_436,2,D_108,2023-05-02 14:31,208.94,60,2023-05-02 19:00,Yes
,VEH_436,3,O_243,2023-05-02 20:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_445,1,O_243,2023-05-02 13:00,0,,,
20230502B468922_002,VEH_445,2,D_1,2023-05-02 15:42,138.01,60,2023-05-02 19:00,Yes
20230502B470658_001,VEH_445,3,D_1,2023-05-02 19:00,0,60,2023-05-02 20:00,Yes
,VEH_445,4,O_243,2023-05-02 22:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_424,1,O_243,2023-05-02 13:00,0,,,
20230502B470840_001,VEH_424,2,D_233,2023-05-02 14:50,189.96,60,2023-05-02 19:00,Yes
20230502B470057_001,VEH_424,3,D_7,2023-05-02 20:24,0,60,2023-05-02 21:24,Yes
,VEH_424,4,O_243,2023-05-02 22:11,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_405,1,O_243,2023-05-02 13:00,0,,,
20230502B469545_001,VEH_405,2,D_108,2023-05-02 14:31,208.94,60,2023-05-02 19:00,Yes
,VEH_405,3,O_243,2023-05-02 20:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_403,1,O_243,2023-05-02 13:00,0,,,
20230502B470801_001,VEH_403,2,D_108,2023-05-02 14:31,208.94,60,2023-05-02 19:00,Yes
,VEH_403,3,O_243,2023-05-02 20:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_412,1,O_243,2023-05-02 13:00,0,,,
20230502B470150_001,VEH_412,2,D_108,2023-05-02 14:31,208.94,60,2023-05-02 19:00,Yes
,VEH_412,3,O_243,2023-05-02 20:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_409,1,O_243,2023-05-02 13:00,0,,,
20230502B471186_001,VEH_409,2,D_233,2023-05-02 14:50,189.96,60,2023-05-02 19:00,Yes
,VEH_409,3,O_243,2023-05-02 20:58,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_426,1,O_243,2023-05-02 13:00,0,,,
20230502B470415_001,VEH_426,2,D_108,2023-05-02 14:31,208.94,60,2023-05-02 19:00,Yes
20230502B470851_001,VEH_426,3,D_108,2023-05-02 19:00,0,60,2023-05-02 20:00,Yes
,VEH_426,4,O_243,2023-05-02 21:30,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_480,1,O_284,2023-05-02 13:00,0,,,
MF2305026193831,VEH_480,2,D_1235,2023-05-02 14:47,192.93,60,2023-05-02 19:00,Yes
,VEH_480,3,O_284,2023-05-02 20:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_489,1,O_284,2023-05-02 13:00,0,,,
MF2305026193147,VEH_489,2,D_1235,2023-05-02 14:47,192.93,60,2023-05-02 19:00,Yes
,VEH_489,3,O_284,2023-05-02 20:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_541,1,O_323,2023-05-02 13:00,0,,,
MF2305036200376,VEH_541,2,D_1371,2023-05-02 13:29,271.18,60,2023-05-02 19:00,Yes
20230502B470014_001,VEH_541,3,D_109,2023-05-02 20:41,0,60,2023-05-02 21:41,Yes
,VEH_541,4,O_323,2023-05-02 22:59,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_532,1,O_323,2023-05-02 13:00,0,,,
20230501B468790_001,VEH_532,2,D_56,2023-05-02 14:53,186.61,60,2023-05-02 19:00,Yes
,VEH_532,3,O_323,2023-05-02 20:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_530,1,O_323,2023-05-02 13:00,0,,,
MF2305036200389,VEH_530,2,D_1227,2023-05-02 13:48,251.6,60,2023-05-02 19:00,Yes
20230501B468768_001,VEH_530,3,D_70,2023-05-02 20:39,0,60,2023-05-02 21:39,Yes
,VEH_530,4,O_323,2023-05-02 23:31,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_538,1,O_323,2023-05-02 13:00,0,,,
20230501B468786_001,VEH_538,2,D_64,2023-05-02 14:51,188.65,60,2023-05-02 19:00,Yes
,VEH_538,3,O_323,2023-05-02 20:45,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_548,1,O_323,2023-05-02 13:00,0,,,
20230502B468827_001,VEH_548,2,D_1,2023-05-02 14:35,205.09,60,2023-05-02 19:00,Yes
,VEH_548,3,O_323,2023-05-02 20:31,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_540,1,O_323,2023-05-02 13:00,0,,,
20230502B470010_001,VEH_540,2,D_1,2023-05-02 14:35,205.09,60,2023-05-02 19:00,Yes
,VEH_540,3,O_323,2023-05-02 20:31,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_542,1,O_323,2023-05-02 13:00,0,,,
20230502B470067_001,VEH_542,2,D_109,2023-05-02 14:20,220.03,60,2023-05-02 19:00,Yes
,VEH_542,3,O_323,2023-05-02 20:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_527,1,O_323,2023-05-02 13:00,0,,,
20230501B468794_001,VEH_527,2,D_109,2023-05-02 14:20,220.03,60,2023-05-02 19:00,Yes
,VEH_527,3,O_323,2023-05-02 20:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_545,1,O_323,2023-05-02 13:00,0,,,
MF2305026197468,VEH_545,2,D_1316,2023-05-02 14:51,189.31,60,2023-05-02 19:00,Yes
,VEH_545,3,O_323,2023-05-02 20:50,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_607,1,O_326,2023-05-02 13:00,0,,,
20230501B468666_001,VEH_607,2,D_81,2023-05-02 13:40,260.17,60,2023-05-02 19:00,Yes
20230501B468439_001,VEH_607,3,D_30,2023-05-02 20:29,0,60,2023-05-02 21:29,Yes
,VEH_607,4,O_326,2023-05-02 22:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_920,1,O_326,2023-05-02 13:00,0,,,
20230502B470919_001,VEH_920,2,D_108,2023-05-02 13:53,247.39,60,2023-05-02 19:00,Yes
20230502B470935_001,VEH_920,3,D_233,2023-05-02 20:02,0,60,2023-05-02 21:02,Yes
,VEH_920,4,O_326,2023-05-02 21:34,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_603,1,O_326,2023-05-02 13:00,0,,,
MF2305156305342,VEH_603,2,D_2003,2023-05-02 13:27,272.86,60,2023-05-02 19:00,Yes
MF2305156305330,VEH_603,3,D_2003,2023-05-02 19:00,0,60,2023-05-02 20:00,Yes
20230502B470390_001,VEH_603,4,D_233,2023-05-02 20:42,0,60,2023-05-02 21:42,Yes
,VEH_603,5,O_326,2023-05-02 22:14,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_573,1,O_326,2023-05-02 13:00,0,,,
20230501B468151_001,VEH_573,2,D_109,2023-05-02 14:51,188.95,60,2023-05-02 19:00,Yes
20230502B471859_001,VEH_573,3,D_233,2023-05-02 20:41,0,60,2023-05-02 21:41,Yes
,VEH_573,4,O_326,2023-05-02 22:12,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_79,1,O_326,2023-05-02 13:00,0,,,
MF2305126290626,VEH_79,2,D_1414,2023-05-02 13:35,265.42,60,2023-05-02 19:00,Yes
MF2305156305298,VEH_79,3,D_1414,2023-05-02 19:00,0,60,2023-05-02 20:00,Yes
,VEH_79,4,O_326,2023-05-02 20:38,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_601,1,O_326,2023-05-02 13:00,0,,,
20230502B470602_001,VEH_601,2,D_108,2023-05-02 13:53,247.39,60,2023-05-02 19:00,Yes
20230502B468843_001,VEH_601,3,D_108,2023-05-02 19:00,0,60,2023-05-02 20:00,Yes
20230502B471077_001,VEH_601,4,D_108,2023-05-02 20:00,0,60,2023-05-02 21:00,Yes
,VEH_601,5,O_326,2023-05-02 21:53,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_201,1,O_326,2023-05-02 13:00,0,,,
20230502B468833_002,VEH_201,2,D_1,2023-05-02 14:26,214.09,60,2023-05-02 19:00,Yes
20230502B468817_001,VEH_201,3,D_1,2023-05-02 19:00,0,60,2023-05-02 20:00,Yes
,VEH_201,4,O_326,2023-05-02 21:25,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_566,1,O_326,2023-05-02 13:00,0,,,
MF2305126290625,VEH_566,2,D_2003,2023-05-02 13:27,272.86,60,2023-05-02 19:00,Yes
20230502B470887_001,VEH_566,3,D_233,2023-05-02 19:42,0,60,2023-05-02 20:42,Yes
,VEH_566,4,O_326,2023-05-02 21:14,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_621,1,O_326,2023-05-02 13:00,0,,,
MF2305156305274,VEH_621,2,D_2003,2023-05-02 13:27,272.86,60,2023-05-02 19:00,Yes
20230501B468576_001,VEH_621,3,D_109,2023-05-02 21:02,0,60,2023-05-02 22:02,Yes
,VEH_621,4,O_326,2023-05-02 23:54,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_904,1,O_326,2023-05-02 13:00,0,,,
20230501B468567_001,VEH_904,2,D_152,2023-05-02 14:22,218.26,60,2023-05-02 19:00,Yes
,VEH_904,3,O_326,2023-05-02 20:10,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_613,1,O_326,2023-05-02 13:00,0,,,
20230502B471887_001,VEH_613,2,D_1,2023-05-02 14:26,214.09,60,2023-05-02 19:00,Yes
20230502B470590_001,VEH_613,3,D_108,2023-05-02 20:43,0,60,2023-05-02 21:43,Yes
,VEH_613,4,O_326,2023-05-02 22:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_575,1,O_326,2023-05-02 13:00,0,,,
20230502B468822_003,VEH_575,2,D_1,2023-05-02 14:26,214.09,60,2023-05-02 19:00,Yes
20230502B470594_001,VEH_575,3,D_108,2023-05-02 20:43,0,60,2023-05-02 21:43,Yes
,VEH_575,4,O_326,2023-05-02 22:36,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_567,1,O_326,2023-05-02 13:00,0,,,
MF2305156305286,VEH_567,2,D_1594,2023-05-02 13:32,268.21,60,2023-05-02 19:00,Yes
20230502B470922_001,VEH_567,3,D_1,2023-05-02 20:43,0,60,2023-05-02 21:43,Yes
,VEH_567,4,O_326,2023-05-02 23:08,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_329,1,O_326,2023-05-02 13:00,0,,,
20230501B468618_001,VEH_329,2,D_118,2023-05-02 14:21,219.33,60,2023-05-02 19:00,Yes
,VEH_329,3,O_326,2023-05-02 20:12,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_644,1,O_349,2023-05-02 13:00,0,,,
MF2305026199516,VEH_644,2,D_1364,2023-05-02 14:04,235.76,60,2023-05-02 19:00,Yes
MF2305026199502,VEH_644,3,D_1360,2023-05-02 20:35,0,60,2023-05-02 21:35,Yes
MF2305026199490,VEH_644,4,D_1355,2023-05-02 22:02,0,60,2023-05-02 23:02,Yes
,VEH_644,5,O_349,2023-05-03 00:49,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_645,1,O_349,2023-05-02 13:00,0,,,
MF2305036203485,VEH_645,2,D_1429,2023-05-02 15:58,122.32,60,2023-05-02 19:00,Yes
,VEH_645,3,O_349,2023-05-02 21:28,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_638,1,O_349,2023-05-02 13:00,0,,,
MF2305036203483,VEH_638,2,D_1428,2023-05-02 15:09,170.68,60,2023-05-02 19:00,Yes
M18387740,VEH_638,3,D_295,2023-05-02 21:14,0,60,2023-05-02 22:14,Yes
,VEH_638,4,O_349,2023-05-02 23:04,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_656,1,O_352,2023-05-02 13:00,0,,,
MF2305306379766,VEH_656,2,D_1854,2023-05-02 14:32,207.9,60,2023-05-02 19:00,Yes
,VEH_656,3,O_352,2023-05-02 20:33,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_676,1,O_352,2023-05-02 13:00,0,,,
20230502B471165_001,VEH_676,2,D_108,2023-05-02 15:41,139.37,60,2023-05-02 19:00,Yes
20230502B471164_001,VEH_676,3,D_109,2023-05-02 21:11,0,60,2023-05-02 22:11,Yes
20230502B471121_001,VEH_676,4,D_233,2023-05-02 23:52,0,60,2023-05-03 00:52,Yes
,VEH_676,5,O_352,2023-05-03 02:44,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_667,1,O_352,2023-05-02 13:00,0,,,
20230502B470636_001,VEH_667,2,D_1,2023-05-02 14:08,232.07,60,2023-05-02 19:00,Yes
,VEH_667,3,O_352,2023-05-02 20:06,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_698,1,O_376,2023-05-02 13:00,0,,,
MF2305026196007,VEH_698,2,D_1201,2023-05-02 13:45,254.73,60,2023-05-02 19:00,Yes
,VEH_698,3,O_376,2023-05-02 19:44,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_701,1,O_376,2023-05-02 13:00,0,,,
20230502B469981_001,VEH_701,2,D_108,2023-05-02 16:10,110.04,60,2023-05-02 19:00,Yes
20230502B469917_001,VEH_701,3,D_109,2023-05-02 21:11,0,60,2023-05-02 22:11,Yes
,VEH_701,4,O_376,2023-05-02 23:56,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_696,1,O_376,2023-05-02 13:00,0,,,
MF2305026194078,VEH_696,2,D_1,2023-05-02 15:00,180.16,60,2023-05-02 19:00,Yes
20230502B471724_001,VEH_696,3,D_109,2023-05-02 19:41,0,60,2023-05-02 20:41,Yes
,VEH_696,4,O_376,2023-05-02 22:26,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_700,1,O_376,2023-05-02 13:00,0,,,
MF2305186334143,VEH_700,2,D_2262,2023-05-02 15:04,175.93,60,2023-05-02 19:00,Yes
,VEH_700,3,O_376,2023-05-02 21:08,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_681,1,O_376,2023-05-02 13:00,0,,,
MF2305026196052,VEH_681,2,D_1271,2023-05-02 16:50,69.75,60,2023-05-02 19:00,Yes
,VEH_681,3,O_376,2023-05-02 22:42,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_699,1,O_376,2023-05-02 13:00,0,,,
MF2305186334115,VEH_699,2,D_2251,2023-05-02 16:31,88.52,60,2023-05-02 19:00,Yes
MF2305186334109,VEH_699,3,D_2248,2023-05-02 19:16,0,60,2023-05-02 20:16,Yes
,VEH_699,4,O_376,2023-05-02 23:48,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_682,1,O_376,2023-05-02 13:00,0,,,
MF2305026196062,VEH_682,2,D_1274,2023-05-02 13:55,245.13,60,2023-05-02 19:00,Yes
,VEH_682,3,O_376,2023-05-02 19:57,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_679,1,O_376,2023-05-02 13:00,0,,,
MF2305186334123,VEH_679,2,D_2255,2023-05-02 17:18,42.16,60,2023-05-02 19:00,Yes
,VEH_679,3,O_376,2023-05-02 23:05,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_712,1,O_430,2023-05-02 13:00,0,,,
20230502B471238_001,VEH_712,2,D_108,2023-05-02 16:32,87.99,60,2023-05-02 19:00,Yes
MF2305306377077,VEH_712,3,D_2719,2023-05-02 20:23,0,60,2023-05-02 21:23,Yes
,VEH_712,4,O_430,2023-05-02 23:59,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_725,1,O_430,2023-05-02 13:00,0,,,
MF2305026199298,VEH_725,2,D_1353,2023-05-02 16:13,106.96,60,2023-05-02 19:00,Yes
MF2304286186566,VEH_725,3,D_1185,2023-05-02 21:50,0,60,2023-05-02 22:50,Yes
MF2305016189674,VEH_725,4,D_1202,2023-05-03 01:33,987.22,60,2023-05-03 19:00,Yes
,VEH_725,5,O_430,2023-05-03 22:06,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_758,1,O_448,2023-05-02 13:00,0,,,
MF2305036201435,VEH_758,2,D_1403,2023-05-02 14:30,210.03,60,2023-05-02 19:00,Yes
,VEH_758,3,O_448,2023-05-02 20:22,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_739,1,O_448,2023-05-02 13:00,0,,,
MF2305046245801,VEH_739,2,D_1403,2023-05-02 14:30,210.03,60,2023-05-02 19:00,Yes
,VEH_739,3,O_448,2023-05-02 20:22,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_769,1,O_448,2023-05-02 13:00,0,,,
MF2305126294964,VEH_769,2,D_1757,2023-05-02 16:21,99.1,60,2023-05-02 19:00,Yes
MF2305126294972,VEH_769,3,D_1757,2023-05-02 19:00,0,60,2023-05-02 20:00,Yes
,VEH_769,4,O_448,2023-05-02 23:13,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_745,1,O_448,2023-05-02 13:00,0,,,
MF2305036203591,VEH_745,2,D_1435,2023-05-02 14:13,227.4,60,2023-05-02 19:00,Yes
MF2305256364877,VEH_745,3,D_2621,2023-05-02 23:42,0,60,2023-05-03 00:42,Yes
,VEH_745,4,O_448,2023-05-03 04:32,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_776,1,O_448,2023-05-02 13:00,0,,,
MF2305046245840,VEH_776,2,D_1568,2023-05-02 13:00,300.0,60,2023-05-02 19:00,Yes
MF2305036201439,VEH_776,3,D_1412,2023-05-02 19:38,0,60,2023-05-02 20:38,Yes
,VEH_776,4,O_448,2023-05-02 21:17,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_754,1,O_448,2023-05-02 13:00,0,,,
MF2305046245848,VEH_754,2,D_1620,2023-05-02 15:03,176.87,60,2023-05-02 19:00,Yes
MF2305046245788,VEH_754,3,D_1414,2023-05-02 20:41,0,60,2023-05-02 21:41,Yes
,VEH_754,4,O_448,2023-05-02 22:43,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_772,1,O_448,2023-05-02 13:00,0,,,
MF2305046245855,VEH_772,2,D_1404,2023-05-02 14:36,204.36,60,2023-05-02 19:00,Yes
MF2305036201417,VEH_772,3,D_1236,2023-05-02 23:14,0,60,2023-05-03 00:14,Yes
,VEH_772,4,O_448,2023-05-03 03:51,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_750,1,O_448,2023-05-02 13:00,0,,,
MF2305046245793,VEH_750,2,D_1611,2023-05-02 14:39,201.16,60,2023-05-02 19:00,Yes
,VEH_750,3,O_448,2023-05-02 20:32,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_779,1,O_466,2023-05-02 13:00,0,,,
20230501B468378_001,VEH_779,2,D_109,2023-05-02 15:20,159.51,60,2023-05-02 19:00,Yes
20230502B471131_001,VEH_779,3,D_109,2023-05-02 19:00,0,60,2023-05-02 20:00,Yes
,VEH_779,4,O_466,2023-05-02 22:21,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_787,1,O_466,2023-05-02 13:00,0,,,
MF2305026197026,VEH_787,2,D_1309,2023-05-02 13:00,300.0,60,2023-05-02 19:00,Yes
,VEH_787,3,O_466,2023-05-02 19:00,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_832,1,O_578,2023-05-02 13:00,0,,,
20230502B471924_001,VEH_832,2,D_1,2023-05-02 14:57,183.44,60,2023-05-02 19:00,Yes
,VEH_832,3,O_578,2023-05-02 20:46,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_833,1,O_578,2023-05-02 13:00,0,,,
MF2305026195503,VEH_833,2,D_1260,2023-05-02 14:57,183.36,60,2023-05-02 19:00,Yes
,VEH_833,3,O_578,2023-05-02 20:51,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_837,1,O_578,2023-05-02 13:00,0,,,
MF2305026195513,VEH_837,2,D_1262,2023-05-02 14:53,186.68,60,2023-05-02 19:00,Yes
20230502B471775_001,VEH_837,3,D_233,2023-05-02 20:05,0,60,2023-05-02 21:05,Yes
,VEH_837,4,O_578,2023-05-02 22:38,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_866,1,O_580,2023-05-02 13:00,0,,,
20230502B470684_001,VEH_866,2,D_108,2023-05-02 14:10,230.02,60,2023-05-02 19:00,Yes
,VEH_866,3,O_580,2023-05-02 20:01,0,60,,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
,VEH_861,1,O_580,2023-05-02 13:00,0,,,
