ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
Null,VEH_8,1,O_685,2023-05-01 00:00,0,Null,Null,Null
20230501B468355_001,VEH_8,2,D_109,2023-05-01 03:16,524.2,780,2023-05-01 13:00,Yes
,VEH_8,3,O_685,2023-05-01 16:17,0,1037.12,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_2,1,O_711,2023-05-01 00:00,0,Null,Null,Null
20230501B468072_001,VEH_2,2,D_109,2023-05-01 02:50,550.1,780,2023-05-01 13:00,Yes
,VEH_2,3,O_711,2023-05-01 16:07,0,1026.79,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_1,1,O_770,2023-05-01 00:00,0,Null,Null,Null
MF2305306378249,VEH_1,2,D_1282,2023-05-01 02:06,293.55,480,2023-05-01 08:00,Yes
,VEH_1,3,O_770,2023-05-01 10:07,0,666.69,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_2,1,O_770,2023-05-01 00:00,0,Null,Null,Null
MF2305306378257,VEH_2,2,D_1728,2023-05-01 01:12,0,131.54,2023-05-01 02:12,Yes
,VEH_2,3,O_770,2023-05-01 03:23,0,263.28,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_34,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467786_001,VEH_34,2,D_108,2023-05-01 03:57,122.92,420,2023-05-01 07:00,Yes
,VEH_34,3,O_9,2023-05-01 11:00,0,720.06,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_9,1,O_9,2023-05-01 00:00,0,Null,Null,Null
MF2304276176029,VEH_9,2,D_1180,2023-05-01 00:17,42.51,120,2023-05-01 02:00,Yes
,VEH_9,3,O_9,2023-05-01 02:18,0,197.68,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_49,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18385290,VEH_49,2,D_285,2023-05-01 00:22,38.5,120,2023-05-01 02:00,Yes
M18385278,VEH_49,3,D_282,2023-05-01 03:26,0,265.62,2023-05-01 04:26,Yes
MF2304286181135,VEH_49,4,D_1180,2023-05-01 05:49,0,408.9,2023-05-01 06:49,Yes
,VEH_49,5,O_9,2023-05-01 07:07,0,486.58,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_46,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467770_001,VEH_46,2,D_108,2023-05-01 03:57,122.92,420,2023-05-01 07:00,Yes
20230501B467774_001,VEH_46,3,D_108,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_46,4,O_9,2023-05-01 12:00,0,780.06,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_25,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467794_001,VEH_25,2,D_109,2023-05-01 02:34,0,214.21,2023-05-01 03:34,Yes
M18434026,VEH_25,3,D_301,2023-05-01 06:17,1123.14,1560,2023-05-02 02:00,Yes
,VEH_25,4,O_9,2023-05-02 02:23,0,1643.03,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_33,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18434022,VEH_33,2,D_301,2023-05-01 00:23,37.42,120,2023-05-01 02:00,Yes
M18384763,VEH_33,3,D_263,2023-05-01 02:36,204.19,420,2023-05-01 07:00,Yes
,VEH_33,4,O_9,2023-05-01 07:23,0,503.38,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_10,1,O_9,2023-05-01 00:00,0,Null,Null,Null
M18385489,VEH_10,2,D_343,2023-05-01 00:37,323.29,420,2023-05-01 07:00,Yes
,VEH_10,3,O_9,2023-05-01 07:35,0,514.68,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_20,1,O_9,2023-05-01 00:00,0,Null,Null,Null
MF2304276175962,VEH_20,2,D_1180,2023-05-01 00:17,42.51,120,2023-05-01 02:00,Yes
,VEH_20,3,O_9,2023-05-01 02:18,0,197.68,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_43,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467100_001,VEH_43,2,D_1,2023-05-01 02:49,0,228.84,2023-05-01 03:49,Yes
,VEH_43,3,O_9,2023-05-01 06:37,0,456.69,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_18,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467790_001,VEH_18,2,D_108,2023-05-01 03:57,122.92,420,2023-05-01 07:00,Yes
M18385493,VEH_18,3,D_344,2023-05-01 11:16,0,735.7,2023-05-01 12:16,Yes
,VEH_18,4,O_9,2023-05-01 12:43,0,822.85,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_27,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467164_001,VEH_27,2,D_1,2023-05-01 02:49,0,228.84,2023-05-01 03:49,Yes
,VEH_27,3,O_9,2023-05-01 06:37,0,456.69,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_29,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467742_001,VEH_29,2,D_108,2023-05-01 03:57,122.92,420,2023-05-01 07:00,Yes
,VEH_29,3,O_9,2023-05-01 11:00,0,720.06,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_45,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467778_001,VEH_45,2,D_109,2023-05-01 02:34,0,214.21,2023-05-01 03:34,Yes
,VEH_45,3,O_9,2023-05-01 06:08,0,428.19,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_21,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B467470_001,VEH_21,2,D_108,2023-05-01 00:58,1.59,120,2023-05-01 02:00,Yes
20230501B467153_001,VEH_21,3,D_108,2023-05-01 02:00,0,180.0,2023-05-01 03:00,Yes
20230501B468193_001,VEH_21,4,D_108,2023-05-01 03:00,0,240.0,2023-05-01 04:00,Yes
,VEH_21,5,O_11,2023-05-01 04:55,0,354.88,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_29,1,O_11,2023-05-01 00:00,0,Null,Null,Null
N_20230501858857,VEH_29,2,D_179,2023-05-01 00:32,1107.63,1200,2023-05-01 20:00,Yes
,VEH_29,3,O_11,2023-05-01 20:40,0,1299.58,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_19,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468201_001,VEH_19,2,D_1,2023-05-01 01:40,259.7,420,2023-05-01 07:00,Yes
N_20230501858679,VEH_19,3,D_179,2023-05-01 08:27,632.73,1200,2023-05-01 20:00,Yes
,VEH_19,4,O_11,2023-05-01 20:40,0,1299.58,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_30,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B467456_001,VEH_30,2,D_119,2023-05-01 00:57,2.54,120,2023-05-01 02:00,Yes
20230501B467187_001,VEH_30,3,D_119,2023-05-01 02:00,0,180.0,2023-05-01 03:00,Yes
,VEH_30,4,O_11,2023-05-01 04:09,0,308.99,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_17,1,O_11,2023-05-01 00:00,0,Null,Null,Null
M18385402,VEH_17,2,D_296,2023-05-01 00:49,11.14,120,2023-05-01 02:00,Yes
,VEH_17,3,O_11,2023-05-01 02:56,0,235.72,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_37,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468368_001,VEH_37,2,D_119,2023-05-01 00:57,2.54,120,2023-05-01 02:00,Yes
M18385407,VEH_37,3,D_298,2023-05-01 02:48,0,228.44,2023-05-01 03:48,Yes
,VEH_37,4,O_11,2023-05-01 05:34,0,393.91,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_31,1,O_11,2023-05-01 00:00,0,Null,Null,Null
M18384993,VEH_31,2,D_270,2023-05-01 01:38,1041.95,1200,2023-05-01 20:00,Yes
20230501B468137_001,VEH_31,3,D_108,2023-05-01 21:25,215.17,1560,2023-05-02 02:00,Yes
,VEH_31,4,O_11,2023-05-02 02:55,0,1674.88,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_24,1,O_11,2023-05-01 00:00,0,Null,Null,Null
M18385398,VEH_24,2,D_286,2023-05-01 01:54,1026.0,1200,2023-05-01 20:00,Yes
,VEH_24,3,O_11,2023-05-01 22:17,0,1396.77,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_1,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B467068_001,VEH_1,2,D_108,2023-05-01 00:58,1.59,120,2023-05-01 02:00,Yes
,VEH_1,3,O_11,2023-05-01 02:55,0,234.88,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_36,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468286_001,VEH_36,2,D_1,2023-05-01 01:40,259.7,420,2023-05-01 07:00,Yes
20230501B467985_001,VEH_36,3,D_1,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_36,4,O_11,2023-05-01 09:52,0,652.35,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_33,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468219_001,VEH_33,2,D_108,2023-05-01 00:58,1.59,120,2023-05-01 02:00,Yes
,VEH_33,3,O_11,2023-05-01 02:55,0,234.88,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_25,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468197_001,VEH_25,2,D_108,2023-05-01 00:58,1.59,120,2023-05-01 02:00,Yes
,VEH_25,3,O_11,2023-05-01 02:55,0,234.88,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_34,2023-05-01 00:00,0,Null,Null,Null
20230501B467738_001,VEH_0,2,D_1,2023-05-01 01:20,280.26,420,2023-05-01 07:00,Yes
,VEH_0,3,O_34,2023-05-01 08:19,0,558.7,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_10,1,O_45,2023-05-01 00:00,0,Null,Null,Null
MF2305306378251,VEH_10,2,D_1282,2023-05-01 02:20,0,199.53,2023-05-01 03:20,Yes
,VEH_10,3,O_45,2023-05-01 05:38,0,398.47,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_16,1,O_45,2023-05-01 00:00,0,Null,Null,Null
20230501B467782_001,VEH_16,2,D_108,2023-05-01 03:16,943.98,1200,2023-05-01 20:00,Yes
,VEH_16,3,O_45,2023-05-01 23:12,0,1452.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_21,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116279515,VEH_21,2,D_1524,2023-05-01 00:51,9.14,120,2023-05-01 02:00,Yes
,VEH_21,3,O_50,2023-05-01 03:00,0,240.13,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_18,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116279529,VEH_18,2,D_1748,2023-05-01 00:55,305.37,420,2023-05-01 07:00,Yes
MF2305116280533,VEH_18,3,D_1748,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_18,4,O_50,2023-05-01 08:56,0,595.75,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_19,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116279522,VEH_19,2,D_1271,2023-05-01 03:50,490.17,780,2023-05-01 13:00,Yes
MF2305116280010,VEH_19,3,D_1236,2023-05-01 17:16,764.41,1860,2023-05-02 07:00,Yes
,VEH_19,4,O_50,2023-05-02 08:06,0,1986.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_24,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116280519,VEH_24,2,D_1748,2023-05-01 00:55,305.37,420,2023-05-01 07:00,Yes
MF2305116280551,VEH_24,3,D_1748,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_24,4,O_50,2023-05-01 08:56,0,595.75,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_14,1,O_50,2023-05-01 00:00,0,Null,Null,Null
MF2305116280019,VEH_14,2,D_1370,2023-05-01 01:22,0,141.77,2023-05-01 02:22,Yes
20230501B467934_001,VEH_14,3,D_1,2023-05-01 03:43,917.18,1200,2023-05-01 20:00,Yes
,VEH_14,4,O_50,2023-05-01 22:11,0,1390.85,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_19,1,O_62,2023-05-01 00:00,0,Null,Null,Null
20230501B467801_001,VEH_19,2,D_108,2023-05-01 00:50,309.92,420,2023-05-01 07:00,Yes
20230501B468001_001,VEH_19,3,D_108,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_19,4,O_62,2023-05-01 08:51,0,590.56,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_13,1,O_62,2023-05-01 00:00,0,Null,Null,Null
M18385514,VEH_13,2,D_357,2023-05-01 01:50,0,170.18,2023-05-01 02:50,Yes
20230501B468125_001,VEH_13,3,D_1,2023-05-01 05:23,396.86,780,2023-05-01 13:00,Yes
,VEH_13,4,O_62,2023-05-01 14:57,0,956.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_8,1,O_62,2023-05-01 00:00,0,Null,Null,Null
M18385552,VEH_8,2,D_273,2023-05-01 00:41,19.26,120,2023-05-01 02:00,Yes
M18385547,VEH_8,3,D_360,2023-05-01 03:33,0,272.67,2023-05-01 04:33,Yes
,VEH_8,4,O_62,2023-05-01 05:51,0,411.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_43,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385473,VEH_43,2,D_337,2023-05-01 02:05,234.58,420,2023-05-01 07:00,Yes
M18385444,VEH_43,3,D_319,2023-05-01 08:13,1006.81,1560,2023-05-02 02:00,Yes
,VEH_43,4,O_144,2023-05-02 04:42,0,1781.76,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_61,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385463,VEH_61,2,D_335,2023-05-01 01:34,0,154.17,2023-05-01 02:34,Yes
M18385438,VEH_61,3,D_315,2023-05-01 04:25,455.46,780,2023-05-01 13:00,Yes
,VEH_61,4,O_144,2023-05-01 13:30,0,870.03,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_27,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385421,VEH_27,2,D_273,2023-05-01 01:35,264.88,420,2023-05-01 07:00,Yes
,VEH_27,3,O_144,2023-05-01 08:32,0,572.24,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_44,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18386984,VEH_44,2,D_362,2023-05-01 02:50,969.79,1200,2023-05-01 20:00,Yes
MF2305036206444,VEH_44,3,D_1473,2023-05-01 21:38,22.11,1380,2023-05-01 23:00,Yes
,VEH_44,4,O_144,2023-05-02 00:45,0,1544.82,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_54,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18386789,VEH_54,2,D_362,2023-05-01 02:50,969.79,1200,2023-05-01 20:00,Yes
MF2305036206452,VEH_54,3,D_1474,2023-05-01 21:30,30.44,1380,2023-05-01 23:00,Yes
,VEH_54,4,O_144,2023-05-02 00:35,0,1535.29,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_41,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385431,VEH_41,2,D_312,2023-05-01 01:43,0,162.77,2023-05-01 02:43,Yes
MF2305016190563,VEH_41,3,D_1211,2023-05-01 05:42,978.43,1380,2023-05-01 23:00,Yes
,VEH_41,4,O_144,2023-05-02 00:51,0,1551.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_31,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385507,VEH_31,2,D_354,2023-05-01 01:28,271.51,420,2023-05-01 07:00,Yes
20230501B468398_001,VEH_31,3,D_109,2023-05-01 08:50,0,589.9,2023-05-01 09:50,Yes
,VEH_31,4,O_144,2023-05-01 10:30,0,690.43,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_4,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385455,VEH_4,2,D_328,2023-05-01 02:48,0,227.55,2023-05-01 03:48,Yes
,VEH_4,3,O_144,2023-05-01 06:13,0,432.91,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_53,1,O_144,2023-05-01 00:00,0,Null,Null,Null
20230501B468333_001,VEH_53,2,D_109,2023-05-01 00:41,319.25,420,2023-05-01 07:00,Yes
,VEH_53,3,O_144,2023-05-01 07:41,0,520.54,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_55,1,O_144,2023-05-01 00:00,0,Null,Null,Null
20230501B468100_001,VEH_55,2,D_37,2023-05-01 02:04,236.34,420,2023-05-01 07:00,Yes
,VEH_55,3,O_144,2023-05-01 08:46,0,586.08,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_29,1,O_144,2023-05-01 00:00,0,Null,Null,Null
MF2305036206462,VEH_29,2,D_1476,2023-05-01 01:13,1247.11,1380,2023-05-01 23:00,Yes
,VEH_29,3,O_144,2023-05-02 00:14,0,1513.97,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_32,1,O_144,2023-05-01 00:00,0,Null,Null,Null
M18385450,VEH_32,2,D_284,2023-05-01 01:17,1063.47,1200,2023-05-01 20:00,Yes
,VEH_32,3,O_144,2023-05-01 21:17,0,1336.83,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_40,1,O_144,2023-05-01 00:00,0,Null,Null,Null
20230501B467098_001,VEH_40,2,D_1,2023-05-01 00:16,704.03,780,2023-05-01 13:00,Yes
,VEH_40,3,O_144,2023-05-01 13:16,0,856.0,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_10,1,O_174,2023-05-01 00:00,0,Null,Null,Null
20230501B468318_001,VEH_10,2,D_109,2023-05-01 02:12,0,192.26,2023-05-01 03:12,Yes
20230501B468248_001,VEH_10,3,D_184,2023-05-01 05:03,57.28,420,2023-05-01 07:00,Yes
,VEH_10,4,O_174,2023-05-01 07:54,0,533.77,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_5,1,O_174,2023-05-01 00:00,0,Null,Null,Null
20230501B468117_001,VEH_5,2,D_109,2023-05-01 02:12,0,192.26,2023-05-01 03:12,Yes
,VEH_5,3,O_174,2023-05-01 05:29,0,389.27,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_26,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2305016189310,VEH_26,2,D_1201,2023-05-01 02:33,0,213.49,2023-05-01 03:33,Yes
,VEH_26,3,O_179,2023-05-01 06:03,0,423.38,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_43,1,O_179,2023-05-01 00:00,0,Null,Null,Null
20230501B467846_001,VEH_43,2,D_109,2023-05-01 01:14,286.34,420,2023-05-01 07:00,Yes
20230501B468065_001,VEH_43,3,D_1,2023-05-01 07:42,0,522.19,2023-05-01 08:42,Yes
20230501B467823_001,VEH_43,4,D_1,2023-05-01 08:42,0,582.19,2023-05-01 09:42,Yes
,VEH_43,5,O_179,2023-05-01 10:27,0,687.1,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2305016188625,VEH_0,2,D_1192,2023-05-01 02:27,213.24,420,2023-05-01 07:00,Yes
,VEH_0,3,O_179,2023-05-01 09:23,0,622.97,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_16,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2305016190955,VEH_16,2,D_1192,2023-05-01 02:27,213.24,420,2023-05-01 07:00,Yes
,VEH_16,3,O_179,2023-05-01 09:23,0,622.97,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_23,1,O_179,2023-05-01 00:00,0,Null,Null,Null
20230501B468061_001,VEH_23,2,D_108,2023-05-01 01:28,271.84,420,2023-05-01 07:00,Yes
,VEH_23,3,O_179,2023-05-01 08:26,0,565.51,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_42,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2305016189702,VEH_42,2,D_1206,2023-05-01 01:37,262.63,420,2023-05-01 07:00,Yes
,VEH_42,3,O_179,2023-05-01 08:37,0,577.3,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_29,1,O_179,2023-05-01 00:00,0,Null,Null,Null
MF2305056258363,VEH_29,2,D_1595,2023-05-01 02:16,224.27,420,2023-05-01 07:00,Yes
,VEH_29,3,O_179,2023-05-01 08:59,0,598.94,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_27,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468210_001,VEH_27,2,D_1,2023-05-01 02:42,0,221.99,2023-05-01 03:42,Yes
,VEH_27,3,O_243,2023-05-01 06:40,0,460.47,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_42,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467715_001,VEH_42,2,D_1,2023-05-01 02:42,0,221.99,2023-05-01 03:42,Yes
,VEH_42,3,O_243,2023-05-01 06:40,0,460.47,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_36,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468017_001,VEH_36,2,D_108,2023-05-01 01:31,268.94,420,2023-05-01 07:00,Yes
20230501B467679_001,VEH_36,3,D_108,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_36,4,O_243,2023-05-01 09:30,0,630.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_1,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468053_001,VEH_1,2,D_109,2023-05-01 03:08,172.5,420,2023-05-01 07:00,Yes
20230501B468129_001,VEH_1,3,D_1,2023-05-01 07:42,1037.81,1560,2023-05-02 02:00,Yes
,VEH_1,4,O_243,2023-05-02 04:58,0,1798.48,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_13,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468049_001,VEH_13,2,D_108,2023-05-01 01:31,268.94,420,2023-05-01 07:00,Yes
20230501B467766_001,VEH_13,3,D_108,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_13,4,O_243,2023-05-01 09:30,0,630.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_67,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468041_001,VEH_67,2,D_1,2023-05-01 02:42,0,221.99,2023-05-01 03:42,Yes
20230501B468113_001,VEH_67,3,D_37,2023-05-01 05:34,25.66,420,2023-05-01 07:00,Yes
,VEH_67,4,O_243,2023-05-01 08:05,0,545.28,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_10,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468044_001,VEH_10,2,D_109,2023-05-01 03:08,172.5,420,2023-05-01 07:00,Yes
,VEH_10,3,O_243,2023-05-01 10:29,0,689.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_4,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467751_001,VEH_4,2,D_108,2023-05-01 01:31,268.94,420,2023-05-01 07:00,Yes
,VEH_4,3,O_243,2023-05-01 08:30,0,570.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_35,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467720_001,VEH_35,2,D_37,2023-05-01 01:10,289.54,420,2023-05-01 07:00,Yes
,VEH_35,3,O_243,2023-05-01 08:05,0,545.28,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_47,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468214_001,VEH_47,2,D_109,2023-05-01 03:08,172.5,420,2023-05-01 07:00,Yes
20230501B467747_001,VEH_47,3,D_109,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_47,4,O_243,2023-05-01 11:29,0,749.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_20,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467716_001,VEH_20,2,D_1,2023-05-01 02:42,0,221.99,2023-05-01 03:42,Yes
,VEH_20,3,O_243,2023-05-01 06:40,0,460.47,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_18,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468021_001,VEH_18,2,D_109,2023-05-01 03:08,172.5,420,2023-05-01 07:00,Yes
,VEH_18,3,O_243,2023-05-01 10:29,0,689.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_21,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468037_001,VEH_21,2,D_37,2023-05-01 01:10,289.54,420,2023-05-01 07:00,Yes
,VEH_21,3,O_243,2023-05-01 08:05,0,545.28,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_243,2023-05-01 00:00,0,Null,Null,Null
