ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
,VEH_466,3,O_243,2023-05-01 15:30,0,990.01,Null,temp
Null,VEH_467,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468047_001,VEH_467,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
,VEH_467,3,O_243,2023-05-01 15:30,0,990.01,Null,temp
Null,VEH_47,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467780_001,VEH_47,2,D_108,2023-05-01 03:57,542.92,840,2023-05-01 14:00,Yes
,VEH_47,3,O_9,2023-05-01 18:00,0,1140.06,Null,temp
Null,VEH_470,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467722_001,VEH_470,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
20230501B467936_001,VEH_470,3,D_108,2023-05-01 14:00,0,900.0,2023-05-01 15:00,Yes
,VEH_470,4,O_243,2023-05-01 16:30,0,1050.01,Null,temp
Null,VEH_472,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468015_001,VEH_472,2,D_108,2023-05-01 01:31,688.94,840,2023-05-01 14:00,Yes
20230501B468131_001,VEH_472,3,D_109,2023-05-01 16:11,108.97,1140,2023-05-01 19:00,Yes
20230501B468094_001,VEH_472,4,D_108,2023-05-01 21:12,948.36,2280,2023-05-02 14:00,Yes
,VEH_472,5,O_243,2023-05-02 15:30,0,2430.01,Null,temp
Null,VEH_49,1,O_9,2023-05-01 00:00,0,Null,Null,Null
MF2304276176045,VEH_49,2,D_1180,2023-05-01 00:17,0,77.49,2023-05-01 01:17,Yes
20230501B467788_001,VEH_49,3,D_109,2023-05-01 03:56,843.75,1140,2023-05-01 19:00,Yes
,VEH_49,4,O_9,2023-05-01 21:34,0,1353.98,Null,temp
Null,VEH_533,1,O_323,2023-05-01 00:00,0,Null,Null,Null
MF2305026192235,VEH_533,2,D_1221,2023-05-01 00:56,544.03,660,2023-05-01 11:00,Yes
,VEH_533,3,O_323,2023-05-01 11:57,0,777.42,Null,temp
Null,VEH_54,1,O_11,2023-05-01 00:00,0,Null,Null,Null
M18385400,VEH_54,2,D_286,2023-05-01 01:54,486.0,660,2023-05-01 11:00,Yes
,VEH_54,3,O_11,2023-05-01 13:17,0,856.77,Null,temp
Null,VEH_542,1,O_323,2023-05-01 00:00,0,Null,Null,Null
MF2305026192239,VEH_542,2,D_1225,2023-05-01 00:44,375.85,480,2023-05-01 08:00,Yes
20230501B467912_001,VEH_542,3,D_109,2023-05-01 09:35,504.64,1140,2023-05-01 19:00,Yes
,VEH_542,4,O_323,2023-05-01 20:17,0,1277.2,Null,temp
Null,VEH_547,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230501B467954_001,VEH_547,2,D_109,2023-05-01 01:20,1000.03,1140,2023-05-01 19:00,Yes
,VEH_547,3,O_323,2023-05-01 20:17,0,1277.2,Null,temp
Null,VEH_549,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230501B467908_001,VEH_549,2,D_1,2023-05-01 01:35,985.09,1140,2023-05-01 19:00,Yes
20230501B467904_001,VEH_549,3,D_108,2023-05-01 20:43,977.41,2280,2023-05-02 14:00,Yes
,VEH_549,4,O_323,2023-05-02 16:41,0,2500.85,Null,temp
Null,VEH_553,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468169_001,VEH_553,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
,VEH_553,3,O_326,2023-05-01 20:52,0,1312.36,Null,temp
Null,VEH_563,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290575,VEH_563,2,D_2007,2023-05-01 01:28,0,147.78,2023-05-01 02:28,Yes
,VEH_563,3,O_326,2023-05-01 03:47,0,286.73,Null,temp
Null,VEH_566,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290611,VEH_566,2,D_1414,2023-05-01 00:35,745.42,840,2023-05-01 14:00,Yes
MF2305156308733,VEH_566,3,D_2075,2023-05-01 15:19,940.52,1920,2023-05-02 08:00,Yes
,VEH_566,4,O_326,2023-05-02 09:21,0,2061.4,Null,temp
Null,VEH_572,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468161_001,VEH_572,2,D_108,2023-05-01 00:53,727.39,840,2023-05-01 14:00,Yes
,VEH_572,3,O_326,2023-05-01 14:53,0,953.32,Null,temp
Null,VEH_573,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467173_001,VEH_573,2,D_1,2023-05-01 01:26,994.09,1140,2023-05-01 19:00,Yes
20230501B467987_001,VEH_573,3,D_1,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_573,4,O_326,2023-05-01 21:25,0,1344.84,Null,temp
Null,VEH_576,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467167_001,VEH_576,2,D_108,2023-05-01 00:53,727.39,840,2023-05-01 14:00,Yes
,VEH_576,3,O_326,2023-05-01 14:53,0,953.32,Null,temp
Null,VEH_578,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468215_003,VEH_578,2,D_108,2023-05-01 00:53,727.39,840,2023-05-01 14:00,Yes
20230501B468328_001,VEH_578,3,D_109,2023-05-01 16:11,108.97,1140,2023-05-01 19:00,Yes
,VEH_578,4,O_326,2023-05-01 20:52,0,1312.36,Null,temp
Null,VEH_58,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468284_001,VEH_58,2,D_1,2023-05-01 01:40,979.7,1140,2023-05-01 19:00,Yes
,VEH_58,3,O_11,2023-05-01 20:52,0,1312.35,Null,temp
Null,VEH_580,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468175_001,VEH_580,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
MF2305316392523,VEH_580,3,D_2866,2023-05-01 22:28,91.57,1500,2023-05-02 01:00,Yes
,VEH_580,4,O_326,2023-05-02 02:37,0,1657.28,Null,temp
Null,VEH_582,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468350_001,VEH_582,2,D_37,2023-05-01 00:33,386.53,480,2023-05-01 08:00,Yes
,VEH_582,3,O_326,2023-05-01 08:25,0,565.33,Null,temp
Null,VEH_583,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290607,VEH_583,2,D_1631,2023-05-01 01:43,496.94,660,2023-05-01 11:00,Yes
,VEH_583,3,O_326,2023-05-01 12:46,0,825.6,Null,temp
Null,VEH_584,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468081_001,VEH_584,2,D_108,2023-05-01 00:53,727.39,840,2023-05-01 14:00,Yes
,VEH_584,3,O_326,2023-05-01 14:53,0,953.32,Null,temp
Null,VEH_589,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290579,VEH_589,2,D_2008,2023-05-01 01:29,691.38,840,2023-05-01 14:00,Yes
,VEH_589,3,O_326,2023-05-01 15:12,0,971.84,Null,temp
Null,VEH_590,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467472_001,VEH_590,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
,VEH_590,3,O_326,2023-05-01 20:52,0,1312.36,Null,temp
Null,VEH_592,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468106_001,VEH_592,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
,VEH_592,3,O_326,2023-05-01 20:52,0,1312.36,Null,temp
Null,VEH_595,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319077,VEH_595,2,D_1593,2023-05-01 00:00,0,60.23,2023-05-01 01:00,Yes
MF2305126290567,VEH_595,3,D_2004,2023-05-01 01:52,967.71,1140,2023-05-01 19:00,Yes
,VEH_595,4,O_326,2023-05-01 19:44,0,1243.58,Null,temp
Null,VEH_596,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290563,VEH_596,2,D_1199,2023-05-01 00:28,572.11,660,2023-05-01 11:00,Yes
,VEH_596,3,O_326,2023-05-01 11:27,0,747.02,Null,temp
Null,VEH_599,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290571,VEH_599,2,D_1404,2023-05-01 00:53,727.03,840,2023-05-01 14:00,Yes
20230501B468157_001,VEH_599,3,D_108,2023-05-01 15:03,0,963.16,2023-05-01 16:03,Yes
,VEH_599,4,O_326,2023-05-01 16:56,0,1076.48,Null,temp
Null,VEH_604,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290599,VEH_604,2,D_1658,2023-05-01 01:41,679.1,840,2023-05-01 14:00,Yes
MF2305126290595,VEH_604,3,D_1405,2023-05-01 17:25,395.38,1500,2023-05-02 01:00,Yes
,VEH_604,4,O_326,2023-05-02 02:40,0,1659.51,Null,temp
Null,VEH_605,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290619,VEH_605,2,D_1631,2023-05-01 01:43,496.94,660,2023-05-01 11:00,Yes
,VEH_605,3,O_326,2023-05-01 12:46,0,825.6,Null,temp
Null,VEH_606,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290587,VEH_606,2,D_1597,2023-05-01 00:44,0,104.08,2023-05-01 01:44,Yes
MF2305126290583,VEH_606,3,D_2009,2023-05-01 02:58,421.62,660,2023-05-01 11:00,Yes
,VEH_606,4,O_326,2023-05-01 11:51,0,771.22,Null,temp
Null,VEH_608,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290591,VEH_608,2,D_2010,2023-05-01 00:40,739.55,840,2023-05-01 14:00,Yes
MF2305126290559,VEH_608,3,D_2003,2023-05-01 14:34,206.18,1140,2023-05-01 19:00,Yes
,VEH_608,4,O_326,2023-05-01 19:22,0,1221.62,Null,temp
Null,VEH_609,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468346_001,VEH_609,2,D_108,2023-05-01 00:53,727.39,840,2023-05-01 14:00,Yes
20230501B468251_001,VEH_609,3,D_109,2023-05-01 16:11,108.97,1140,2023-05-01 19:00,Yes
,VEH_609,4,O_326,2023-05-01 20:52,0,1312.36,Null,temp
Null,VEH_610,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290615,VEH_610,2,D_1595,2023-05-01 01:37,323.27,480,2023-05-01 08:00,Yes
20230501B467183_001,VEH_610,3,D_109,2023-05-01 11:03,417.14,1140,2023-05-01 19:00,Yes
,VEH_610,4,O_326,2023-05-01 20:52,0,1312.36,Null,temp
Null,VEH_618,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319069,VEH_618,2,D_1593,2023-05-01 00:00,0,60.23,2023-05-01 01:00,Yes
20230501B464949_001,VEH_618,3,D_1,2023-05-01 02:26,933.61,1140,2023-05-01 19:00,Yes
MF2305126290603,VEH_618,4,D_1764,2023-05-01 19:56,663.71,1920,2023-05-02 08:00,Yes
,VEH_618,5,O_326,2023-05-02 09:42,0,2082.4,Null,temp
Null,VEH_620,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319065,VEH_620,2,D_1593,2023-05-01 00:00,0,60.23,2023-05-01 01:00,Yes
MF2305176319073,VEH_620,3,D_1593,2023-05-01 01:00,0,120.23,2023-05-01 02:00,Yes
20230501B468165_001,VEH_620,4,D_1,2023-05-01 03:26,873.61,1140,2023-05-01 19:00,Yes
,VEH_620,5,O_326,2023-05-01 20:25,0,1284.84,Null,temp
Null,VEH_624,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467991_001,VEH_624,2,D_109,2023-05-01 01:51,968.95,1140,2023-05-01 19:00,Yes
,VEH_624,3,O_326,2023-05-01 20:52,0,1312.36,Null,temp
Null,VEH_634,1,O_349,2023-05-01 00:00,0,Null,Null,Null
M18385556,VEH_634,2,D_329,2023-05-01 02:03,477.22,660,2023-05-01 11:00,Yes
,VEH_634,3,O_349,2023-05-01 12:47,0,826.56,Null,temp
Null,VEH_642,1,O_349,2023-05-01 00:00,0,Null,Null,Null
M18385561,VEH_642,2,D_313,2023-05-01 02:51,608.56,840,2023-05-01 14:00,Yes
M18386689,VEH_642,3,D_295,2023-05-01 16:41,0,1060.51,2023-05-01 17:41,Yes
,VEH_642,4,O_349,2023-05-01 18:31,0,1170.52,Null,temp
Null,VEH_656,1,O_352,2023-05-01 00:00,0,Null,Null,Null
20230501B468264_001,VEH_656,2,D_1,2023-05-01 01:08,1012.07,1140,2023-05-01 19:00,Yes
,VEH_656,3,O_352,2023-05-01 20:06,0,1266.48,Null,temp
Null,VEH_663,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305036205380,VEH_663,2,D_1442,2023-05-01 02:29,0,209.11,2023-05-01 03:29,Yes
MF2305036210373,VEH_663,3,D_1503,2023-05-01 06:24,36.05,480,2023-05-01 08:00,Yes
MF2305036206350,VEH_663,4,D_1472,2023-05-01 11:18,762.06,1500,2023-05-02 01:00,Yes
,VEH_663,5,O_352,2023-05-02 03:22,0,1701.85,Null,temp
Null,VEH_667,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305036205372,VEH_667,2,D_1378,2023-05-01 01:38,981.85,1140,2023-05-01 19:00,Yes
20230501B468268_001,VEH_667,3,D_108,2023-05-01 20:36,984.21,2280,2023-05-02 14:00,Yes
,VEH_667,4,O_352,2023-05-02 16:38,0,2497.91,Null,temp
Null,VEH_68,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468135_001,VEH_68,2,D_109,2023-05-01 02:05,954.7,1140,2023-05-01 19:00,Yes
,VEH_68,3,O_11,2023-05-01 21:29,0,1348.65,Null,temp
Null,VEH_682,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305186334061,VEH_682,2,D_2228,2023-05-01 01:16,703.57,840,2023-05-01 14:00,Yes
,VEH_682,3,O_376,2023-05-01 15:17,0,977.14,Null,temp
Null,VEH_687,1,O_376,2023-05-01 00:00,0,Null,Null,Null
20230501B467852_001,VEH_687,2,D_109,2023-05-01 01:45,974.66,1140,2023-05-01 19:00,Yes
,VEH_687,3,O_376,2023-05-01 20:45,0,1305.46,Null,temp
Null,VEH_694,1,O_376,2023-05-01 00:00,0,Null,Null,Null
20230501B467848_001,VEH_694,2,D_1,2023-05-01 02:00,960.16,1140,2023-05-01 19:00,Yes
,VEH_694,3,O_376,2023-05-01 21:02,0,1321.8,Null,temp
Null,VEH_695,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305026196633,VEH_695,2,D_1282,2023-05-01 01:41,319.04,480,2023-05-01 08:00,Yes
20230501B468027_001,VEH_695,3,D_1,2023-05-01 11:04,416.14,1140,2023-05-01 19:00,Yes
,VEH_695,4,O_376,2023-05-01 21:02,0,1321.8,Null,temp
Null,VEH_696,1,O_376,2023-05-01 00:00,0,Null,Null,Null
20230501B468031_001,VEH_696,2,D_109,2023-05-01 01:45,974.66,1140,2023-05-01 19:00,Yes
20230501B467923_001,VEH_696,3,D_108,2023-05-01 21:12,948.36,2280,2023-05-02 14:00,Yes
MF2305186334071,VEH_696,4,D_2233,2023-05-02 15:43,496.59,2940,2023-05-03 01:00,Yes
,VEH_696,5,O_376,2023-05-03 03:35,0,3154.7,Null,temp
Null,VEH_71,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B467942_001,VEH_71,2,D_108,2023-05-01 00:58,721.59,840,2023-05-01 14:00,Yes
,VEH_71,3,O_11,2023-05-01 14:55,0,954.88,Null,temp
Null,VEH_72,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468199_001,VEH_72,2,D_108,2023-05-01 00:58,721.59,840,2023-05-01 14:00,Yes
20230501B468203_001,VEH_72,3,D_37,2023-05-01 14:55,0,954.88,2023-05-01 15:55,Yes
,VEH_72,4,O_11,2023-05-01 15:55,0,1014.88,Null,temp
Null,VEH_726,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305036201428,VEH_726,2,D_1405,2023-05-01 02:57,0,237.21,2023-05-01 03:57,Yes
,VEH_726,3,O_448,2023-05-01 06:38,0,457.53,Null,temp
Null,VEH_742,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305266367738,VEH_742,2,D_2643,2023-05-01 02:45,614.71,840,2023-05-01 14:00,Yes
,VEH_742,3,O_448,2023-05-01 16:45,0,1064.67,Null,temp
Null,VEH_752,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305266367789,VEH_752,2,D_2648,2023-05-01 02:12,0,191.96,2023-05-01 03:12,Yes
MF2305036203581,VEH_752,3,D_1432,2023-05-01 05:59,61.08,480,2023-05-01 08:00,Yes
MF2305036201420,VEH_752,4,D_1396,2023-05-01 10:23,0,682.74,2023-05-01 11:23,Yes
,VEH_752,5,O_448,2023-05-01 13:11,0,851.16,Null,temp
Null,VEH_754,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305036201424,VEH_754,2,D_1401,2023-05-01 02:12,287.64,480,2023-05-01 08:00,Yes
,VEH_754,3,O_448,2023-05-01 09:56,0,655.52,Null,temp
Null,VEH_763,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305036201415,VEH_763,2,D_1397,2023-05-01 02:08,472.31,660,2023-05-01 11:00,Yes
,VEH_763,3,O_448,2023-05-01 12:49,0,829.17,Null,temp
Null,VEH_78,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B467093_001,VEH_78,2,D_108,2023-05-01 00:58,721.59,840,2023-05-01 14:00,Yes
20230501B467460_001,VEH_78,3,D_108,2023-05-01 14:00,0,900.0,2023-05-01 15:00,Yes
,VEH_78,4,O_11,2023-05-01 15:55,0,1014.88,Null,temp
Null,VEH_790,1,O_466,2023-05-01 00:00,0,Null,Null,Null
20230501B468375_001,VEH_790,2,D_1,2023-05-01 02:06,954.38,1140,2023-05-01 19:00,Yes
,VEH_790,3,O_466,2023-05-01 21:03,0,1322.96,Null,temp
Null,VEH_793,1,O_466,2023-05-01 00:00,0,Null,Null,Null
20230501B468380_001,VEH_793,2,D_108,2023-05-01 03:38,562.47,840,2023-05-01 14:00,Yes
,VEH_793,3,O_466,2023-05-01 17:34,0,1114.46,Null,temp
Null,VEH_8,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467102_001,VEH_8,2,D_1,2023-05-01 02:49,911.16,1140,2023-05-01 19:00,Yes
,VEH_8,3,O_9,2023-05-01 21:48,0,1367.85,Null,temp
Null,VEH_82,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B467505_001,VEH_82,2,D_179,2023-05-01 00:32,747.63,840,2023-05-01 14:00,Yes
N_20230501858775,VEH_82,3,D_179,2023-05-01 14:00,0,900.0,2023-05-01 15:00,Yes
,VEH_82,4,O_11,2023-05-01 15:40,0,999.58,Null,temp
Null,VEH_83,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468187_001,VEH_83,2,D_108,2023-05-01 00:58,721.59,840,2023-05-01 14:00,Yes
20230501B468195_001,VEH_83,3,D_108,2023-05-01 14:00,0,900.0,2023-05-01 15:00,Yes
,VEH_83,4,O_11,2023-05-01 15:55,0,1014.88,Null,temp
Null,VEH_838,1,O_578,2023-05-01 00:00,0,Null,Null,Null
MF2305056258381,VEH_838,2,D_1609,2023-05-01 02:22,638.47,840,2023-05-01 14:00,Yes
,VEH_838,3,O_578,2023-05-01 15:58,0,1017.56,Null,temp
Null,VEH_839,1,O_578,2023-05-01 00:00,0,Null,Null,Null
20230501B467995_001,VEH_839,2,D_109,2023-05-01 02:22,937.82,1140,2023-05-01 19:00,Yes
20230501B468059_001,VEH_839,3,D_1,2023-05-01 19:42,0,1242.19,2023-05-01 20:42,Yes
,VEH_839,4,O_578,2023-05-01 22:28,0,1408.16,Null,temp
Null,VEH_861,1,O_580,2023-05-01 00:00,0,Null,Null,Null
20230501B468153_001,VEH_861,2,D_108,2023-05-01 01:10,710.02,840,2023-05-01 14:00,Yes
,VEH_861,3,O_580,2023-05-01 15:01,0,961.33,Null,temp
Null,VEH_9,1,O_9,2023-05-01 00:00,0,Null,Null,Null
20230501B467772_001,VEH_9,2,D_109,2023-05-01 02:34,925.79,1140,2023-05-01 19:00,Yes
,VEH_9,3,O_9,2023-05-01 21:34,0,1353.98,Null,temp
Null,VEH_908,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468179_001,VEH_908,2,D_109,2023-05-01 01:51,968.53,1140,2023-05-01 19:00,Yes
,VEH_908,3,O_603,2023-05-01 20:55,0,1315.45,Null,temp
Null,VEH_91,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B467151_001,VEH_91,2,D_108,2023-05-01 00:58,721.59,840,2023-05-01 14:00,Yes
20230501B468139_001,VEH_91,3,D_1,2023-05-01 15:46,133.99,1140,2023-05-01 19:00,Yes
,VEH_91,4,O_11,2023-05-01 20:52,0,1312.35,Null,temp
Null,VEH_914,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B467163_004,VEH_914,2,D_115,2023-05-01 00:59,541.49,660,2023-05-01 11:00,Yes
20230501B468230_001,VEH_914,3,D_108,2023-05-01 11:50,69.9,840,2023-05-01 14:00,Yes
,VEH_914,4,O_603,2023-05-01 15:02,0,962.37,Null,temp
Null,VEH_918,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B467918_001,VEH_918,2,D_108,2023-05-01 01:02,717.92,840,2023-05-01 14:00,Yes
20230501B468360_001,VEH_918,3,D_115,2023-05-01 14:50,0,949.62,2023-05-01 15:50,Yes
,VEH_918,4,O_603,2023-05-01 16:50,0,1070.06,Null,temp
Null,VEH_919,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468183_001,VEH_919,2,D_108,2023-05-01 01:02,717.92,840,2023-05-01 14:00,Yes
20230501B468238_001,VEH_919,3,D_109,2023-05-01 16:11,108.97,1140,2023-05-01 19:00,Yes
,VEH_919,4,O_603,2023-05-01 20:55,0,1315.45,Null,temp
Null,VEH_920,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468226_001,VEH_920,2,D_108,2023-05-01 01:02,717.92,840,2023-05-01 14:00,Yes
,VEH_920,3,O_603,2023-05-01 15:02,0,962.37,Null,temp
Null,VEH_924,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468234_001,VEH_924,2,D_1,2023-05-01 01:26,993.67,1140,2023-05-01 19:00,Yes
20230501B467162_001,VEH_924,3,D_1,2023-05-01 19:00,0,1200.0,2023-05-01 20:00,Yes
,VEH_924,4,O_603,2023-05-01 21:27,0,1347.25,Null,temp
Null,VEH_93,1,O_11,2023-05-01 00:00,0,Null,Null,Null
M18385392,VEH_93,2,D_290,2023-05-01 01:24,516.01,660,2023-05-01 11:00,Yes
20230501B467468_001,VEH_93,3,D_1,2023-05-01 13:05,294.79,1140,2023-05-01 19:00,Yes
20230501B468191_001,VEH_93,4,D_108,2023-05-01 20:43,977.41,2280,2023-05-02 14:00,Yes
,VEH_93,5,O_11,2023-05-02 14:55,0,2394.88,Null,temp
Null,VEH_931,1,O_629,2023-05-01 00:00,0,Null,Null,Null
20230501B468043_001,VEH_931,2,D_108,2023-05-01 01:11,708.74,840,2023-05-01 14:00,Yes
,VEH_931,3,O_629,2023-05-01 15:09,0,969.39,Null,temp
Null,VEH_94,1,O_11,2023-05-01 00:00,0,Null,Null,Null
20230501B468288_001,VEH_94,2,D_1,2023-05-01 01:40,979.7,1140,2023-05-01 19:00,Yes
20230501B468221_001,VEH_94,3,D_108,2023-05-01 20:43,977.41,2280,2023-05-02 14:00,Yes
20230501B464961_001,VEH_94,4,D_1,2023-05-02 15:46,133.99,2580,2023-05-02 19:00,Yes
,VEH_94,5,O_11,2023-05-02 20:52,0,2752.35,Null,temp
Null,VEH_944,1,O_629,2023-05-01 00:00,0,Null,Null,Null
20230501B468085_003,VEH_944,2,D_109,2023-05-01 01:29,991.34,1140,2023-05-01 19:00,Yes
20230501B468077_001,VEH_944,3,D_1,2023-05-01 19:42,0,1242.19,2023-05-01 20:42,Yes
,VEH_944,4,O_629,2023-05-01 21:41,0,1360.88,Null,temp
Null,VEH_953,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B467981_001,VEH_953,2,D_37,2023-05-01 00:57,363.32,480,2023-05-01 08:00,Yes
,VEH_953,3,O_673,2023-05-01 08:54,0,594.43,Null,temp
Null,VEH_954,1,O_673,2023-05-01 00:00,0,Null,Null,Null
M18434616,VEH_954,2,D_359,2023-05-01 00:26,573.69,660,2023-05-01 11:00,Yes
,VEH_954,3,O_673,2023-05-01 11:24,0,743.71,Null,temp
Null,VEH_955,1,O_673,2023-05-01 00:00,0,Null,Null,Null
M18385667,VEH_955,2,D_377,2023-05-01 02:11,469.44,660,2023-05-01 11:00,Yes
,VEH_955,3,O_673,2023-05-01 13:30,0,869.8,Null,temp
Null,VEH_960,1,O_673,2023-05-01 00:00,0,Null,Null,Null
M18385678,VEH_960,2,D_286,2023-05-01 02:39,440.53,660,2023-05-01 11:00,Yes
,VEH_960,3,O_673,2023-05-01 14:14,0,914.32,Null,temp
Null,VEH_961,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B467969_001,VEH_961,2,D_108,2023-05-01 01:26,694.33,840,2023-05-01 14:00,Yes
,VEH_961,3,O_673,2023-05-01 15:30,0,989.72,Null,temp
Null,VEH_973,1,O_673,2023-05-01 00:00,0,Null,Null,Null
M18434761,VEH_973,2,D_359,2023-05-01 00:26,573.69,660,2023-05-01 11:00,Yes
,VEH_973,3,O_673,2023-05-01 11:24,0,743.71,Null,temp
Null,VEH_976,1,O_673,2023-05-01 00:00,0,Null,Null,Null
MF2305026196238,VEH_976,2,D_1279,2023-05-01 01:03,0,123.07,2023-05-01 02:03,Yes
,VEH_976,3,O_673,2023-05-01 03:06,0,245.59,Null,temp
Null,VEH_98,1,O_11,2023-05-01 00:00,0,Null,Null,Null
M18385405,VEH_98,2,D_298,2023-05-01 01:29,331.14,480,2023-05-01 08:00,Yes
,VEH_98,3,O_11,2023-05-01 09:45,0,645.47,Null,temp
Null,VEH_981,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B464944_001,VEH_981,2,D_1,2023-05-01 02:27,933.18,1140,2023-05-01 19:00,Yes
,VEH_981,3,O_673,2023-05-01 21:52,0,1371.76,Null,temp
Null,VEH_982,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B467835_001,VEH_982,2,D_108,2023-05-01 01:26,694.33,840,2023-05-01 14:00,Yes
,VEH_982,3,O_673,2023-05-01 15:30,0,989.72,Null,temp
Null,VEH_984,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B467664_001,VEH_984,2,D_7,2023-05-01 00:38,742.29,840,2023-05-01 14:00,Yes
M18385109,VEH_984,3,D_278,2023-05-01 14:52,0,952.17,2023-05-01 15:52,Yes
,VEH_984,4,O_673,2023-05-01 17:09,0,1088.92,Null,temp
Null,VEH_985,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B467888_001,VEH_985,2,D_108,2023-05-01 01:26,694.33,840,2023-05-01 14:00,Yes
,VEH_985,3,O_673,2023-05-01 15:30,0,989.72,Null,temp
Null,VEH_986,1,O_673,2023-05-01 00:00,0,Null,Null,Null
M18385409,VEH_986,2,D_273,2023-05-01 01:21,698.52,840,2023-05-01 14:00,Yes
,VEH_986,3,O_673,2023-05-01 15:29,0,988.71,Null,temp
Null,VEH_989,1,O_673,2023-05-01 00:00,0,Null,Null,Null
20230501B467856_001,VEH_989,2,D_109,2023-05-01 02:52,907.57,1140,2023-05-01 19:00,Yes
,VEH_989,3,O_673,2023-05-01 22:27,0,1407.34,Null,temp
Null,VEH_990,1,O_673,2023-05-01 00:00,0,Null,Null,Null
